cluster,price_mean,price_median,size_sqm_mean,size_sqm_median,rooms_mean,rooms_median,price_per_sqm_mean,price_per_sqm_median,floor_ratio_mean,floor_ratio_median,days_since_published_mean,days_since_published_median,elevator_rate,wheelchair_access_rate,tornado_ac_rate,multi_bolt_doors_rate,air_conditioning_rate,bars_rate,storage_rate,solar_water_heater_rate,renovated_rate,mamad_rate,top_neighborhoods
0,6748.006678327238,6000.0,85.20050882493243,80.0,3.239068214342503,3.0,83.59766431944514,75.55555555555556,0.6253034553310995,0.6666666666666666,91.84146923199236,63.0,0.47670535856256957,0.3231038320877723,0.29639052313563363,0.5059627921768166,0.9472094132612499,0.26697408173000475,0.1633010017490857,0.6657656225155033,0.5423755764032437,0.32278581650500876,Unknown (9%); הצפון הישן - צפון (4%); פלורנטין (3%)
1,7683.657142857143,7400.0,78.8,70.0,2.8857142857142857,3.0,107.03081041208861,100.0,0.6257961720818864,0.5714285714285714,1781.0857142857142,1682.0,0.8285714285714286,0.6857142857142857,0.22857142857142856,0.2857142857142857,0.9714285714285714,0.2571428571428571,0.34285714285714286,0.45714285714285713,0.8285714285714286,0.42857142857142855,כרם התימנים (17%); Unknown (11%); הגבול רוטשילד (9%)
